"",".id","Date","Category","Question","Participant","University","Vote","Confidence","Comment"
"6617","Question A:","Monday, November 07, 2011","Tax Reform","Eliminating tax
deductions for non-investment personal interest expenses (e.g., on mortgages),
with reductions in personal tax rates that are both budget neutral and keep the
burden of taxes by income group the same, would lead to more efficient
financing decisions by individuals.","Richard Thaler","Chicago","Agree","7","Can't just drop this suddenly given the state of the housing market so best to phase it out very gradually."
"6618","Question A:","Monday, November 07, 2011","Tax Reform","Eliminating tax
deductions for non-investment personal interest expenses (e.g., on mortgages),
with reductions in personal tax rates that are both budget neutral and keep the
burden of taxes by income group the same, would lead to more efficient
financing decisions by individuals.","Christopher Udry","Yale","Agree","8",""
"6619","Question A:","Monday, November 07, 2011","Tax Reform","Eliminating tax
deductions for non-investment personal interest expenses (e.g., on mortgages),
with reductions in personal tax rates that are both budget neutral and keep the
burden of taxes by income group the same, would lead to more efficient
financing decisions by individuals.","Luigi Zingales","Chicago","Strongly Agree","9",""
"6620","Question B:","Monday, November 07, 2011","Tax Reform","Reducing the
deductibility of interest expenses for non-financial businesses to
equalize the overall tax cost of debt and equity financing, while using
the extra revenue to reduce personal and corporate tax rates in a budget
neutral fashion that also keeps the burden of taxes the same, would lead to
more efficient financing decisions by firms.","Daron Acemoglu","MIT","Agree","5","Caveat: the appropriate corporate tax reduction is important here, since many firms do not have access to equity financing."
"6621","Question B:","Monday, November 07, 2011","Tax Reform","Reducing the
deductibility of interest expenses for non-financial businesses to
equalize the overall tax cost of debt and equity financing, while using
the extra revenue to reduce personal and corporate tax rates in a budget
neutral fashion that also keeps the burden of taxes the same, would lead to
more efficient financing decisions by firms.","Joseph Altonji","Yale","No Opinion","","Corporate finance is not my area."
"6622","Question B:","Monday, November 07, 2011","Tax Reform","Reducing the
deductibility of interest expenses for non-financial businesses to
equalize the overall tax cost of debt and equity financing, while using
the extra revenue to reduce personal and corporate tax rates in a budget
neutral fashion that also keeps the burden of taxes the same, would lead to
more efficient financing decisions by firms.","Alan Auerbach","Berkeley","Strongly Agree","9",""
"6623","Question B:","Monday, November 07, 2011","Tax Reform","Reducing the
deductibility of interest expenses for non-financial businesses to
equalize the overall tax cost of debt and equity financing, while using
the extra revenue to reduce personal and corporate tax rates in a budget
neutral fashion that also keeps the burden of taxes the same, would lead to
more efficient financing decisions by firms.","David Autor","MIT","Strongly Agree","8",""
"6624","Question B:","Monday, November 07, 2011","Tax Reform","Reducing the
deductibility of interest expenses for non-financial businesses to
equalize the overall tax cost of debt and equity financing, while using
the extra revenue to reduce personal and corporate tax rates in a budget
neutral fashion that also keeps the burden of taxes the same, would lead to
more efficient financing decisions by firms.","Katherine Baicker","Harvard","Uncertain","4",""
"6625","Question B:","Monday, November 07, 2011","Tax Reform","Reducing the
deductibility of interest expenses for non-financial businesses to
equalize the overall tax cost of debt and equity financing, while using
the extra revenue to reduce personal and corporate tax rates in a budget
neutral fashion that also keeps the burden of taxes the same, would lead to
more efficient financing decisions by firms.","Abhijit Banerjee","MIT","---","---","---"
"6626","Question B:","Monday, November 07, 2011","Tax Reform","Reducing the
deductibility of interest expenses for non-financial businesses to
equalize the overall tax cost of debt and equity financing, while using
the extra revenue to reduce personal and corporate tax rates in a budget
neutral fashion that also keeps the burden of taxes the same, would lead to
more efficient financing decisions by firms.","Marianne Bertrand","Chicago","Agree","3",""
"6627","Question B:","Monday, November 07, 2011","Tax Reform","Reducing the
deductibility of interest expenses for non-financial businesses to
equalize the overall tax cost of debt and equity financing, while using
the extra revenue to reduce personal and corporate tax rates in a budget
neutral fashion that also keeps the burden of taxes the same, would lead to
more efficient financing decisions by firms.","Markus Brunnermeier","Princeton","---","---","---"
"6628","Question B:","Monday, November 07, 2011","Tax Reform","Reducing the
deductibility of interest expenses for non-financial businesses to
equalize the overall tax cost of debt and equity financing, while using
the extra revenue to reduce personal and corporate tax rates in a budget
neutral fashion that also keeps the burden of taxes the same, would lead to
more efficient financing decisions by firms.","Raj Chetty","Harvard","Agree","7",""
"6629","Question B:","Monday, November 07, 2011","Tax Reform","Reducing the
deductibility of interest expenses for non-financial businesses to
equalize the overall tax cost of debt and equity financing, while using
the extra revenue to reduce personal and corporate tax rates in a budget
neutral fashion that also keeps the burden of taxes the same, would lead to
more efficient financing decisions by firms.","Judith Chevalier","Yale","Strongly Agree","8",""
"6630","Question B:","Monday, November 07, 2011","Tax Reform","Reducing the
deductibility of interest expenses for non-financial businesses to
equalize the overall tax cost of debt and equity financing, while using
the extra revenue to reduce personal and corporate tax rates in a budget
neutral fashion that also keeps the burden of taxes the same, would lead to
more efficient financing decisions by firms.","Janet Currie","Princeton","Agree","7",""
"6631","Question B:","Monday, November 07, 2011","Tax Reform","Reducing the
deductibility of interest expenses for non-financial businesses to
equalize the overall tax cost of debt and equity financing, while using
the extra revenue to reduce personal and corporate tax rates in a budget
neutral fashion that also keeps the burden of taxes the same, would lead to
more efficient financing decisions by firms.","David Cutler","Harvard","Uncertain","1","Not sure I can characterize all of what would happen if we had debt-equity switch."
